25372,Hulk (2008) #20,20,51962,24,"FALL OF THE HULKS rages on! It's the Red Hulk vs. The Uncanny X-Men! And what do RED GHOST AND THE SUPER-APES want with Beast and The Black Panther? ", | Hulk, | writer:Jeph Loeb | penciller:Ed McGuinness, | Fall of the Hulks, | onsaleDate:2010-02-17T00:00:00-0500 | focDate:2010-01-28T00:00:00-0500 | unlimitedDate:2010-12-03T00:00:00-0500 | digitalPurchaseDate:2011-10-18T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:1.99,2010,2
 
