30413,Halo: Blood Line (2009) #5,5,8510,169,"THE ACTION-PACKED SERIES BASED ON THE BESTSELLING X-BOX GAME COMES TO ITS WHITE-KNUCKLE CONCLUSION! Spartans, Covenant and Forerunners engage in a furious three-way battle for control of the mysterious Line installation, the power of which rivals the fabled Halos themselves! Will Spartan: Black be able to heal the rifts within their unit long enough to secure The Line for the forces of Earth...or is this their last stand against overwhelming alien forces? 17 & Up ...$3.99",, | penciller:Francis Portela | writer:Fred Van Lente,, | onsaleDate:2010-05-05T00:00:00-0400 | focDate:2010-04-15T00:00:00-0400, | printPrice:3.99 ,2010,5

