50497,Nightcrawler (2014) #1,1,49426,28,"NIGHTCRAWLER IS BACK! Newly-returned from the afterlife, veteran X-Man Kurt Wagner finds himself in a world that's a far cry from the one he left: Professor Xavier is dead, Cyclops is on the run, and the X-Men are divided. But determined not to let his new lease on life go to waste, Nightcrawler hits the road alongside Wolverine, eager to right some wrongs and safeguard the future mutantkind...and he's going to do it by the means he loves most: swashbuckling, lady-charming and-of course-BAMFing! ",, | writer:Chris Claremont | artist:Todd Nauck | penciller (cover):Chris Samnee,, | onsaleDate:2014-04-09T00:00:00-0400 | focDate:2014-03-26T00:00:00-0400 | unlimitedDate:2014-10-13T00:00:00-0400 | digitalPurchaseDate:2014-04-09T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:3.99
 
