21330,Wolverine (2003) #66,66,7300,210,"""OLD MAN LOGAN"" Part 1 (of 8) MARK MILLAR and STEVE MCNIVEN (CIVIL WAR) bring us the most important WOLVERINE story of the 21st Century. Nobody knows what happened the night the heroes fell. What happened to Wolverine is the biggest mystery.", | Iron Man | Wolverine, | other:Chris Eliopoulos | colorist:Morry Hollowell | penciller:Steve McNiven | writer:Mark Millar | letterer:Cory Petit | inker:Dexter Vines,, | onsaleDate:2008-06-18T00:00:00-0400 | focDate:2008-05-29T00:00:00-0400 | unlimitedDate:2010-01-01T00:00:00-0500 | digitalPurchaseDate:2010-07-07T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99,2008,9
 
