19938,Iron Man (1998) #62,62,35930,47,, | Abomination (Emil Blonsky) | Hulk | Iron Man, | letterer:Wes Abbot | letterer:Chris Eliopoulos | letterer:Richard Starkings | editor:Axel Alonso | editor:Tom Brevoort | editor:Marc Sumerak | penciler:Mike Deodato | penciler:Michael Ryan | colorist:Studio F | colorist:Arsia Rozegar | colorist:Udon Studios | writer:Mike Grell | writer:Bruce Jones | inker:Sean Parsons,, | onsaleDate:2003-02-01T00:00:00-0500 | focDate:-0001-11-30T00:00:00-0500, | printPrice:0 ,2002,12

