15560,Fantastic Four (1998) #4,4,20517,120,, | Fantastic Four, | writer:Chris Claremont | writer:Scott Lobdell | editor:Bob Harras | editor:Jason Liebig | editor:Mark Powers | penciller (cover):Salvador Larroca | colorist:Steve Oliff | letterer:Richard Starkings | inker:Art Thibert,, | onsaleDate:1998-04-10T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2013-08-26T00:00:00-0400, | printPrice:0 ,2007,8

