47970,All-New X-Factor (2014) #9,9,23720,97,"- The team faces unexpected consequences for ""saving"" a young girl. - Plus: Gambit does something naughty. ",, | penciller (cover):Kris Anka | penciller (cover):Jared Fletcher | writer:Peter David | artist:Carmine Di Giandomenico,, | onsaleDate:2014-06-04T00:00:00-0400 | focDate:2014-05-21T00:00:00-0400 | unlimitedDate:2014-12-01T00:00:00-0500 | digitalPurchaseDate:2014-06-04T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:3.99
 
