31134,Avengers: The Children's Crusade (2010) #1,1,41808,34,"As Wiccan's powers begin rapidly augmenting, he realizes he must find the only person who can help control them. The Scarlet Witch. Beginning a journey that will pit him against hero and foe alike, will his journey become his salvation or end? ", | Avengers | Young Avengers, | penciller:Jim Cheung | writer:Allan Heinberg,, | onsaleDate:2010-07-08T00:00:00-0400 | focDate:2010-06-17T00:00:00-0400 | unlimitedDate:2011-05-17T00:00:00-0400 | digitalPurchaseDate:2012-03-20T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:1.99,2010,7
 
