29906,Ultimatum: Spider-Man Requiem (2009) #1,1,44971,38,,,,, | onsaleDate:2009-07-22T00:00:00-0400 | focDate:2009-07-22T00:00:00-0400 | unlimitedDate:2009-10-01T00:00:00-0400 | digitalPurchaseDate:2012-01-25T00:00:00-0500, | printPrice:0 | digitalPurchasePrice:1.99 ,2009,6

