19859,Killraven (2002) #5,5,18001,121,, | Killraven, | editor:Tom Brevoort | penciler:Alan Davis | inker:Mark Farmer | letterer:Pat Prentice | colorist:Gregory Wright,, | onsaleDate:2003-04-01T00:00:00-0500 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2008-09-17T00:00:00-0400, | printPrice:0 ,2003,2

