35779,Captain America (2004) #615,615,41935,30,"The shocking finale of THE TRIAL OF CAPTAIN AMERICA! Did we mention nothing would ever be the same again? Because seriously, it won't. ", | Winter Soldier, | editor:Tom Brevoort | writer:Ed Brubaker | penciller (cover):Marko Djurdjevic | penciller:Butch Guice,, | onsaleDate:2011-02-23T00:00:00-0500 | focDate:2011-02-12T00:00:00-0500 | unlimitedDate:2011-11-01T11:27:59-0400 | digitalPurchaseDate:2011-11-02T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:1.99,2011,2
 
