29597,Fantastic Four (1998) #577,577,35789,51,"PRIME ELEMENTS PART 3 The Fantastic Four delve into the past of the Inhumans! Behold, the Universal Inhumans!", | Fantastic Four, | penciller:Alan Davis | penciller:Dale Eaglesham | writer:Jonathan Hickman,, | onsaleDate:2010-03-31T00:00:00-0400 | focDate:2010-03-11T00:00:00-0500 | unlimitedDate:2010-12-17T00:00:00-0500 | digitalPurchaseDate:2010-09-28T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99 ,2010,3

