35694,Deadpool (2008) #32,32,29144,50,"There's a new player in town, and this cat is baaaad. He's got crazy space-guns, an intergalactic hooptie, and a rep that's getting bigger by the day. And he's here on Earth to let everybody know...starting with Deadpool! ", | Deadpool, | editor:Axel Alonso | penciller (cover):Dave Johnson | writer:Daniel Way,, | onsaleDate:2011-01-26T00:00:00-0500 | focDate:2011-01-12T00:00:00-0500 | unlimitedDate:2012-12-18T00:00:00-0500 | digitalPurchaseDate:2012-02-21T00:00:00-0500, | printPrice:2.99 | digitalPurchasePrice:1.99,2011,1
 
