19857,Killraven (2002) #3,3,20401,105,, | Abomination (Emil Blonsky) | Killraven, | editor:Axel Alonso | editor:Tom Brevoort | penciler:Alan Davis | penciler:Mike Deodato | inker:Mark Farmer | writer:Bruce Jones | letterer:Pat Prentice | colorist:Gregory Wright,, | onsaleDate:2003-02-01T00:00:00-0500 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2008-09-17T00:00:00-0400, | printPrice:0 ,2002,12

