38441,Gambit: From the Marvel Vault (2011) #1,1,8441,227,"From those halcyon days gone by when the Champions were L.A.'s premier super-team comes this amazing assemblage featuring: Ghost Rider, The Black Widow, Angel, Remy LeBeau and the demi-god Hercules! It's The Champios vs. M.O.D.O.K.! ", | Black Widow | Champions | Gambit | Ghost Rider (Johnny Blaze) | Hercules | Iceman,,, | onsaleDate:2011-08-31T00:00:00-0400 | focDate:2011-08-17T00:00:00-0400 | unlimitedDate:2013-04-08T15:58:50-0400 | digitalPurchaseDate:2011-09-21T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99,2011,8
 
