6089,Friendly Neighborhood Spider-Man (2005) #18,18,50662,43,"SANDBLASTED PART 2 Spider-Man finds himself faced with a bizarre ally: The Sandman, seeking Spider-Man's aid in saving an innocent man on death row. A man who is accused of the recent killing of Uncle Ben?! ", | Spider-Man, | inker:Rob Campanella | writer:Peter David | penciller:Todd Nauck | letterer:Cory Petit | penciller (cover):Mike Wieringo,, | onsaleDate:2007-03-07T00:00:00-0500 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2008-02-04T00:00:00-0500 | digitalPurchaseDate:2012-10-16T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99,2007,3
 
