23928,Amazing Spider-Man (1999) #590,590,66410,17,"FACE FRONT PART 1 An adventure from Spider-Man and the Fantastic Four's past is about to have a profound effect on their future...That's if Spidey and the Torch can stop fighting long enough to notice! ", | Fantastic Four | Mr. Negative | Spider-Man | Wolverine, | colorist:Jeromy Cox | colorist:Dean White | letterer:Chris Eliopoulos | letterer:Cory Petit | inker:Mark Farmer | inker:Barry Kitson | writer:Dan Slott,, | onsaleDate:2009-04-01T00:00:00-0400 | focDate:2009-03-12T00:00:00-0400 | unlimitedDate:2010-01-01T00:00:00-0500 | digitalPurchaseDate:2011-01-12T00:00:00-0500, | printPrice:2.99 | digitalPurchasePrice:1.99,2009,4
 23925,Amazing Spider-Man (1999) #590,590,66410,17,"FACE FRONT PART 1 An adventure from Spider-Man and the Fantastic Four's past is about to have a profound effect on their future...That's if Spidey and the Torch can stop fighting long enough to notice! ", | Fantastic Four | Harry Osborn | Mr. Negative | Spider-Man, | letterer:Joe Caramagna | inker:Mark Farmer | artist:Barry Kitson | writer:Dan Slott | editor:Stephen Wacker | colorist:Dean White,, | onsaleDate:2009-04-01T00:00:00-0400 | focDate:2009-03-12T00:00:00-0400, | printPrice:2.99
 
