17972,X-Force (1991) #126,126,46224,22,, | Dead Girl | Doop | Orphan | U-Go Girl | Vivisector | X-Force | X-Men, | letterer:Blambot | colorist:Laura Allred | penciler:Mike Allred | editor:Axel Alonso | writer:Peter Milligan,, | onsaleDate:2002-05-01T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2010-06-11T00:00:00-0400, | printPrice:0 ,2002,3

