24946,Deadpool (2008) #12,12,58768,27,"BULLSEYE PART 3 As the chaos and wanton destruction of their continued battle reaches critical mass, both Deadpool and Bullseye come to the same realization: They don't want this to end! ", | Deadpool, | other:Chris Eliopoulos | colorist:Marte Gracia | penciller:Paco Medina | inker:Jason Pearson | inker:Juan Vlasco | letterer:Cory Petit | writer:Daniel Way, | Dark Reign, | onsaleDate:2009-07-15T00:00:00-0400 | focDate:2009-06-25T00:00:00-0400 | unlimitedDate:2010-01-01T00:00:00-0500 | digitalPurchaseDate:2011-08-09T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99,2009,7
 
