29196,Avengers (2010) #10,10,63924,4,"The Infinity Gauntlet is back, and no power on the Earth can stop it! ", | Avengers | Captain America | Hawkeye | Iron Man | Spider-Man | Spider-Woman (Jessica Drew) | Thor, | writer:Brian Michael Bendis | editor:Tom Brevoort | penciller (cover):John Romita JR.,, | onsaleDate:2011-02-23T00:00:00-0500 | focDate:2011-02-09T00:00:00-0500 | unlimitedDate:2012-01-03T00:00:00-0500 | digitalPurchaseDate:2012-04-03T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:1.99,2011,2
 
