23777,Runaways (2008) #8,8,18997,101,"Evil shock-jock Val Rhymin' shows LA that he's not just a radio host-he's also an uber-powerful sorcerer! But it's the fact that he's Chase's boss that gets the Runaways involved. Can they save their teammate? Does he even want to be saved?,2009,3
<br>Rated T+ ...$2.99
<br>", | Runaways, | letterer:Joe Caramagna | inker:Norman Lee | inker:Takeshi Miyazawa | inker:Craig Yeung | writer:Terry Moore | penciller:Humberto Ramos | colorist:Christina Strain,, | onsaleDate:2009-03-25T00:00:00-0400 | focDate:2009-03-05T00:00:00-0500 | unlimitedDate:2011-04-29T08:51:43-0400 | digitalPurchaseDate:2012-12-11T00:00:00-0500, | printPrice:2.99 | digitalPurchasePrice:1.99
 
