50452,Cyclops (2014) #2,2,31132,70,"- A father and son mend fences the best way possible â€"" on an intergalactic road trip! - Stop one? The spectacular resort world of Dixzit, where Scott flirts with aliens. Badly! - But what's the dark secret of Dixzit? Greg Rucka (PUNISHER) and Russel Dauterman (Nightwing) uncover the clues! ",, | penciller (cover):Alexander Lozano | writer:Greg Rucka,, | onsaleDate:2014-06-04T00:00:00-0400 | focDate:2014-05-21T00:00:00-0400 | unlimitedDate:2014-12-01T00:00:00-0500 | digitalPurchaseDate:2014-06-04T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:3.99
 
