48385,Avengers (2012) #31,31,53933,25,"ORIGINAL SIN tie-in! - Propelled fifty years into the future, the Avengers come face-to-face with the legacy of their actions! ",, | writer:Jonathan Hickman | penciller (cover):Leinil Francis Yu, | Original Sin, | onsaleDate:2014-06-18T00:00:00-0400 | focDate:2014-05-26T00:00:00-0400 | unlimitedDate:2014-12-15T00:00:00-0500 | digitalPurchaseDate:2014-06-18T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:3.99
 
