26289,Secret Warriors (2008) #7,7,38949,52,"GOD OF FEAR, GOD OF WAR PART 1 Baron Strucker and Norman Osborn team up to drive out the Marvel Universe's ultimate covert superteam. Prepare for the Dark Avengers and the Thunderbolts vs. the Secret Warriors! ", | Baron Strucker | Hydra | Nick Fury | Norman Osborn | Secret Warriors | Thunderbolts, | inker:Jim Cheung | colorist:Sunny Gho | colorist:Justin Ponsor | writer:Jonathan Hickman | letterer:Dave Lanphear | penciller:Alessandro Vitti,, | onsaleDate:2009-08-26T00:00:00-0400 | focDate:2009-08-06T00:00:00-0400 | unlimitedDate:2010-01-27T00:00:00-0500 | digitalPurchaseDate:2011-08-09T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99,2009,8
 
