12613,Black Panther (1998) #44,44,20999,105,, | Black Panther | Guardian | Iron Man | Puck | Sasquatch (Walter Langkowski) | Snowbird | Spider-Man | Vindicator | Wasp | Wolverine, | letterer:Comicraft | letterer:Jimmy Betancourt | letterer:Paul Tutrone | inker:Bob Almond | inker:Danny K. Miki | editor:Axel Alonso | editor:Bill Jemas | editor:Mike Marts | editor:John Miesegaes | editor:Joe Quesada | editor:Mike Raicht | penciller:Greg Capullo | colorist:Dan Kemp | colorist:Jennifer Schellinger | colorist:Avalon Studio | writer:Christopher Priest | writer:Ron Zimmerman | penciller (cover):Sal Velluto,, | onsaleDate:2002-07-01T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2007-11-13T00:00:00-0500, | printPrice:2.5 ,2002,5

