25181,Fantastic Four (1998) #569,569,44680,40,"THE MASTERS OF DOOM FINALE It's the last stand of the FF before the triumphant Marquis of Death! And should Marvel's First Family survive that, they've still got the wedding of the Thing to look forward to! ", | Fantastic Four, | writer:Joe Ahearne | other:Chris Eliopoulos | other:Stuart Immonen | inker:Wade von Grawbadger | inker:Scott Hanna | penciller:Bryan Hitch | colorist:Paul Mounts | letterer:Rus Wooton,, | onsaleDate:2009-07-29T00:00:00-0400 | focDate:2009-07-09T00:00:00-0400 | unlimitedDate:2011-02-24T15:19:49-0500 | digitalPurchaseDate:2011-02-22T00:00:00-0500, | printPrice:3.99 | digitalPurchasePrice:1.99,2009,7
 
