14943,New X-Men (2001) #124,124,111904,1,, | Archangel | Beast | Cyclops | Emma Frost | Gladiator (Kallark) | Lilandra | Manta | Oracle | Professor X | Smasher (Vril Rokk) | Stepford Cuckoos | Wolverine | X-Men | Xorn (Kuan-Yin Xorn), | letterer:Comicraft | colorist:Hi Fi Design | penciller:Igor Kordey | writer:Grant Morrison | editor:Mark Powers | penciller (cover):Frank Quitely | inker:Tim Townsend,, | onsaleDate:2002-05-01T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2008-09-17T00:00:00-0400 | digitalPurchaseDate:2011-06-28T00:00:00-0400, | printPrice:0 | digitalPurchasePrice:1.99 ,2002,3

