17547,Avengers (1998) #61,61,59547,21,"The team gains new international status, but will everyone accept it? Avengers come and go as the new lineup is established and new threats await!", | Abomination (Emil Blonsky) | Avengers | Black Panther | Captain America | Captain Marvel (Carol Danvers) | Edwin Jarvis | Falcon | Hank Pym | Iron Man | Scarlet Witch | She-Hulk (Jennifer Walters) | Sub-Mariner | Thor | Vision | Wasp, | letterer:Comicraft | letterer:Albert Deschesne | letterer:Richard Starkings | editor:Axel Alonso | editor:Tom Brevoort | penciler:Mike Deodato | penciler:Gary Frank | writer:Geoff Johns | writer:Bruce Jones | inker:Jon Sibal | colorist:Chris Sotomayor,, | onsaleDate:2003-02-01T00:00:00-0500 | focDate:1961-01-01T00:00:00-0500 | unlimitedDate:2009-12-15T00:00:00-0500 | digitalPurchaseDate:2010-04-01T00:00:00-0400, | printPrice:0 | digitalPurchasePrice:1.99 ,2002,12

