19930,Iron Man (1998) #55,55,43841,33,, | Beetle (Abner Jenkins) | Blizzard | Captain Marvel (Carol Danvers) | Controller | Crimson Dynamo | Doctor Doom | Iron Man | Iron Patriot (James Rhodes) | Mandarin | Whiplash (Mark Scarlotti), | penciler:Kia Asamiya | penciler:Sean Chen | penciler:Bob Layton | penciler:Michael Ryan | penciler:George Tuska | editor:Tom Brevoort | editor:Marc Sumerak | inker:Eric Cannon | inker:Sean Parsons | letterer:Chris Eliopoulos | writer:Mike Grell | colorist:Arsia Rozegar | colorist:Avalon Studios,, | onsaleDate:2002-07-01T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500, | printPrice:0 ,2002,5

