36480,Avengers Academy (2010) #17,17,24898,89,"FEAR ITSELF tie-in! Trapped in the Infinite Mansion with murderous demigods, the heroes-in-training of Avengers Academy must do the unthinkable...or die! Is this the issue where the students choose evil? ", | Absorbing Man | Hank Pym | Quicksilver | Reptil | Titania, | penciller:Sean Chen | letterer:Jeromy Cox | writer:Christos Gage | colorist:Andrew Hennessy | editor:Bill Rosemann | penciller (cover):Billy Tan, | Fear Itself, | onsaleDate:2011-08-03T00:00:00-0400 | focDate:2011-07-20T00:00:00-0400 | unlimitedDate:2012-05-18T00:00:00-0400 | digitalPurchaseDate:2012-07-10T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99,2011,8
 
