17530,Avengers (1998) #46,46,65398,14,, | Avengers | Black Knight (Sir Percy of Scandia) | Captain America | Captain Marvel (Carol Danvers) | Edwin Jarvis | Firebird | Hank Pym | Hercules | Iron Man | Kang | Micromax | Photon | Quicksilver | Scarlet Witch | She-Hulk (Jennifer Walters) | Silverclaw | Stingray (Walter Newell) | Thor | Triathlon | Vision, | letterer:Comicraft | letterer:Albert Deschesne | letterer:Richard Starkings | editor:Tom Brevoort | writer:Kurt Busiek | penciler:Manuel Garcia | penciler:Ariel Olivetti | inker:Bob Layton | colorist:Tom Smith,, | onsaleDate:2001-11-10T00:00:00-0500 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2009-10-09T00:00:00-0400 | digitalPurchaseDate:2013-05-14T00:00:00-0400, | printPrice:0 | digitalPurchasePrice:1.99 ,2001,9

