39094,Captain America: The Fighting Avenger (2010) #1,1,12486,133,"Captain America's Day One! He's got the strength. He's got the training. But has he got what it takes? A ragtag Special Forces unit takes Captain America on his first mission of World War II. Their orders? Don't get him killed! But when the low-profile assignment draws the attention of Baron Strucker, the future Red Skull and half the Nazi army, it'll be a crash course in super heroics for Marvel's first Avenger!",, | penciller:Gurihiru | writer:BRIAN DEAN CLEVINGER | penciller (cover):Barry Kitson,, | onsaleDate:2011-04-13T00:00:00-0400 | focDate:2011-03-31T00:00:00-0400 | unlimitedDate:2012-01-01T00:00:00-0500, | printPrice:4.99,2011,4
 
