249,Uncanny X-Men (1963) #440,440,85689,9,"The X-Men find themselves caught between an ages-old family feud, with two young lovers - one human and one mutant - trapped on either side.,2004,2
<br>32 PGS. (each)/MARVEL PSR...$2.25 (each)", | X-Men, | writer:Chuck Austen | writer:Stan Lee | penciller (cover):Salvador Larroca | inker:Danny K. Miki,, | onsaleDate:2004-02-18T00:00:00-0500 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2008-09-17T00:00:00-0400 | digitalPurchaseDate:2013-05-21T00:00:00-0400, | printPrice:2.25 | digitalPurchasePrice:1.99
 
