29216,Avengers Academy (2010) #12,12,23578,74,"Accepting Carina's offer to grant the teens the powers of their future incarnations, the students of the Avengers Academy square off against Korvac! Will the power boost of the future be enough to stop him, and what will it mean for the present? ", | Jocasta | Penance (Robert Baldwin) | Quicksilver | Reptil | Tigra (Greer Nelson), | writer:Christos Gage | penciller (cover):Mike McKone | penciller:Tom Raney | editor:Bill Rosemann,, | onsaleDate:2011-04-20T00:00:00-0400 | focDate:2011-04-06T00:00:00-0400 | unlimitedDate:2012-04-30T00:00:00-0400 | digitalPurchaseDate:2012-04-10T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99,2011,4
 
