873,Spider-Girl (1998) #79,79,21872,103,"""IF THIS BE MY DESTINY-!"" Spider-Girl learns the fate Norman Osborn planned for his grandson when she finally uncovers the secret of the woman who claims to be Normie's wife. Plus - at long last - Normie chooses between Raptor and Spider-Girl!", | Spider-Girl (May Parker), | inker:Sal Buscema | writer:Tom DeFalco | penciller (cover):Ron Frenz | colorist:Gotham Entertainment Group | penciller:Patrick Olliffe | letterer:Dave Sharpe,, | onsaleDate:2004-10-06T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2007-04-28T00:00:00-0400, | printPrice:2.99 ,2004,10

