32970,The Thanos Imperative (2010) #1,1,34285,56,"Nova, The Silver Surfer, Quasar, Gladiator and more of the greatest cosmic champions of the Marvel Universal line up to stop creatures from beyond The Fault, but it could be more than even they can handle. ", | Medusa | Rocket Raccoon | Silver Surfer | Star-Lord (Peter Quill) | Thanos, | writer:Dan Abnett | writer:Andy Lanning | penciller:Aleksi Briclot | penciller:Miguel Angel Sepulveda, | The Thanos Imperative, | onsaleDate:2010-06-03T00:00:00-0400 | focDate:2010-05-13T00:00:00-0400 | unlimitedDate:2011-02-24T00:00:00-0500 | digitalPurchaseDate:2012-02-07T00:00:00-0500, | printPrice:3.99 | digitalPurchasePrice:1.99,2010,6
 
