20062,Elektra (2001) #19,19,29650,67,, | Elektra, | editor:Kelly Lamy | editor:Joe Quesada | penciler:Greg Horn | penciler:Carlos Meglia | writer:Greg Rucka | letterer:Richard Starkings,, | onsaleDate:2003-02-01T00:00:00-0500 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2010-03-22T00:00:00-0400, | printPrice:0 ,2002,12

