36495,New Mutants (2009) #22,22,36737,35,"""AGE OF X"" PART TWO! The last surviving mutants have banded together, spending each day securing the walls of their stronghold, beating back those who would see them wiped out. But when a conspiracy is discovered within the fortress itself, could it be that mutantkind's last bastion will crumble from the inside out? ", | New Mutants, | writer:Mike Carey | editor:Daniel Ketchum | penciller:Steve Kurth | penciller (cover):Leinil Francis Yu, | Age of X, | onsaleDate:2011-02-23T00:00:00-0500 | focDate:2011-02-09T00:00:00-0500 | unlimitedDate:2012-01-18T00:00:00-0500 | digitalPurchaseDate:2012-03-20T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99,2011,2
 
