23984,Deadpool (2008) #9,9,6073,218,"MAGNUM OPUS PART 3 Deadpool's foray into T-Bolts territory rages on!  Is Black Widow really falling for Deadpool, or is she using her feminine wiles to bamboozle our questionable hero?", | Deadpool, | other:Chris Eliopoulos | colorist:Marte Gracia | colorist:Jason Pearson | penciller:Paco Medina | letterer:Cory Petit | inker:Juan Vlasco | writer:Daniel Way, | Dark Reign, | onsaleDate:2009-04-01T00:00:00-0400 | focDate:2009-03-12T00:00:00-0400 | unlimitedDate:2010-01-01T15:33:05-0500 | digitalPurchaseDate:2011-05-31T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99 ,2009,5

