23567,Amazing Spider-Man (1999) #587,587,60107,17,"CHARACTER ASSASINATION PART 3 Peter-Parker's loved ones are in terrible danger and to save them Spider-Man must face thirty of his most dangerous foes! ", | Daredevil | Harry Osborn | Lily Hollister | Norman Osborn | Spider-Man, | writer:Marc Guggenheim | inker:Klaus Janson | letterer:Cory Petit | penciller:John Romita JR. | editor:Stephen Wacker | colorist:Dean White,, | onsaleDate:2009-02-18T00:00:00-0500 | focDate:2009-01-29T00:00:00-0500 | unlimitedDate:2010-01-01T00:00:00-0500 | digitalPurchaseDate:2010-12-15T00:00:00-0500, | printPrice:2.99 | digitalPurchasePrice:1.99,2009,2
 
