30263,X-23 (2010) #6,6,27156,66,"Is Miss Sinister the most dangerous enemy X-23 has ever encountered or the closest thing to a friend she has right now? X-23 is about to find out, as just when things couldn't get worse, they do. ", | Gambit | X-23 | X-Men, | penciller (cover):Kalman Andrasofszky | penciller:Will Conrad | writer:Marjorie Liu | editor:Jeanine Schaefer,, | onsaleDate:2011-02-23T00:00:00-0500 | focDate:2011-02-09T00:00:00-0500 | unlimitedDate:2011-12-21T00:00:00-0500 | digitalPurchaseDate:2012-02-28T00:00:00-0500, | printPrice:2.99 | digitalPurchasePrice:1.99,2011,2
 
