22912,Avengers: The Initiative (2007) #20,20,51223,39,"Who is Mutant Zero? What does Taskmaster want with her? Plus, the Thor clone returns... ", | Ant-Man (Eric O'Grady) | Gauntlet (Joseph Green) | Hank Pym | Hardball | Komodo (Melati Kusuma) | Skrulls | Taskmaster | Tigra (Greer Nelson) | Trauma | Wasp, | editor:Tom Brevoort | colorist:Mark Brooks | colorist:Matt Milla | letterer:Joe Caramagna | writer:Christos Gage | writer:Dan Slott | inker:Andrew Hennessy | penciller:Steve Kurth, | Dark Reign, | onsaleDate:2008-12-31T00:00:00-0500 | focDate:2008-12-11T00:00:00-0500 | unlimitedDate:2009-08-25T00:00:00-0400 | digitalPurchaseDate:2011-09-20T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99,2008,12
 
