39757,Defenders (2011) #1,1,8154,202,"Springing out of Fear Itself! Everyone's favorite Marvel characters band together to solve a mysterious conspiracy deep at the heart of the Marvel Universe! They are the last line of defense against the forces of the unknown! They are The Defenders! ", | Defenders | Doctor Strange | Iron Fist (Danny Rand) | Namor | Silver Surfer, | letterer:Clayton Cowles | artist:Rachel Dodson | penciller (cover):Terry Dodson | writer:Matt Fraction | colorist:Sonia Oback, | Shattered Heroes, | onsaleDate:2011-12-07T00:00:00-0500 | focDate:2011-11-23T00:00:00-0500 | unlimitedDate:2013-01-25T00:00:00-0500 | digitalPurchaseDate:2011-12-07T00:00:00-0500, | printPrice:3.99 | digitalPurchasePrice:1.99,2011,7
 
