14953,New X-Men (2001) #134,134,103775,4,, | Archangel | Beast | Cyclops | Emma Frost | Jean Grey | Juggernaut | Nightcrawler | Professor X | Stacy X | Stepford Cuckoos | X-Men, | letterer:Comicraft | letterer:Richard Starkings | letterer:Saida Temofonte | letterer:Paul Tutrone | penciller:Kia Asamiya | penciller:Keron Grant | writer:Chuck Austen | writer:Stan Lee | writer:Grant Morrison | colorist:Chris Chuckry | colorist:J. D. Smith | editor:Mike Marts | inker:Norm Rapmund | penciller (cover):Ethan Van Sciver,, | onsaleDate:2003-01-01T00:00:00-0500 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2009-05-20T00:00:00-0400 | digitalPurchaseDate:2011-08-16T00:00:00-0400, | printPrice:0 | digitalPurchasePrice:1.99 ,2002,11

