30243,Heralds (2010) #3,3,12132,150,"Emma Frost, She-Hulk, Agent Brand, Hellcat, Valkyrie, Monica Rambeau, Sue Storm...these mighty women will be put to the test as never before, as cities are destroyed, families are torn apart, and a cosmic resurrection changes the heroes' lives forever! ",, | writer:Kathryn Immonen | penciler:Jelena Kevic Djurdjevic | penciller:Tonci Zonjic,, | onsaleDate:2010-06-16T00:00:00-0400 | focDate:2010-05-27T00:00:00-0400 | unlimitedDate:2011-03-02T00:00:00-0500 | digitalPurchaseDate:2012-09-11T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99,2010,6
 
