15632,Daredevil (1998) #30,30,50859,18,"Who is Mr. Silke? And what does this mean for Matt Murdock? ", | Daredevil | Kingpin, | editor:Kelly Lamy | editor:Nanci Dakesian | editor:Stuart Moore | letterer:Wes Abbot | letterer:Richard Starkings | writer:Brian Michael Bendis | colorist:Matt Hollingsworth | penciller (cover):Alex Maleev,, | onsaleDate:2002-04-01T00:00:00-0500 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2008-04-07T00:00:00-0400 | digitalPurchaseDate:2011-11-01T00:00:00-0400, | printPrice:0 | digitalPurchasePrice:1.99,2002,2
 
