14121,Wolverine (1988) #176,176,74100,13,, | Agent Zero | Archangel | Banshee | Beast | Colossus | Cyber | Hulk | Iceman | Iron Man | Lady Deathstrike | Magneto | Mastermind | Nightcrawler | Pyro | Sabretooth | Storm | Stryfe | The Professor | Thunderbird (John Proudstar) | Wendigo, | editor:C. B. Cebulski | editor:Ralph Macchio | editor:Mike Marts | editor:Mike Raicht | editor:Brian Smith | penciller (cover):Sean Chen | letterer:Chris Eliopoulos | letterer:Richard Starkings | letterer:Saida Temofonte | penciller:David Finch | writer:Bruce Jones | writer:Frank Tieri | colorist:Raymond Lee | colorist:Matt Milla | colorist:Jose Villarrubia | inker:Norm Rapmund | inker:Art Thibert,, | onsaleDate:2002-07-01T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500, | printPrice:0 ,2002,5

