24371,All Winners Comics 70th Anniversary Special (2009) #1,1,13350,146,"Captain America and Bucky...the Human Torch and Toro...the Sub-Mariner...Miss America...the Whizzer...THE ALL-WINNERS SQUAD! It's 1946 and World War 2 is over, but the memory of those lost in the War haunts everyone- especially when Times Square is overrun by undead soldiers wanting their lives back! And leading this tattered battalion are the two casualties the All-Winners Squad can't fight- the original Captain America and Bucky! Plus: a surprise romance that has all the tabloids a-twitter! ""Old Soldiers Never Die..."" by Karl Kesel (MARVEL APES) and Steve Uy (AVENGERS: THE INITIATIVE) Buy Bonds! And this comic!	 One-Shot/New and Reprint/Rated A ...$3.99", | Red Skull | Sub-Mariner, | colorist:Daniel Acuna | colorist:Steve Uy | letterer:Jared Fletcher | writer:Karl Kesel | other:Todd Klein,, | onsaleDate:2009-08-05T00:00:00-0400 | focDate:2009-07-16T00:00:00-0400 | unlimitedDate:2011-03-15T00:00:00-0400, | printPrice:3.99 ,2009,8

