30224,Wolverine (2010) #1,1,104414,1,"WOLVERINE GOES TO HELL PART 1 Someone's out to destroy Wolverine-permanently-and they may have succeeded. But if Wolverine's soul is in hell, how is his body terrorizing those closest to him? ", | Wolverine, | writer:Jason Aaron | penciller:Renato Guedes | penciller:Jae Lee,, | onsaleDate:2010-09-01T00:00:00-0400 | focDate:2010-08-21T00:00:00-0400 | unlimitedDate:2011-08-31T00:00:00-0400 | digitalPurchaseDate:2011-11-02T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:1.99,2010,9
 
