26285,Secret Warriors (2008) #12,12,29894,65,"WAKE THE BEAST PART 2 Nick Fury quietly moves his forces into place as the war between Leviathan and Hydra kicks into gear. Also, the long-awaited origin of the mysterious Hive and the identity of Stonewall's father revealed! ", | Absorbing Man | Alexander Pierce | Hydra | Secret Warriors, | inker:Stefano Caselli | inker:Jim Cheung | colorist:Sunny Gho | colorist:Justin Ponsor | writer:Jonathan Hickman | letterer:Dave Lanphear,, | onsaleDate:2010-01-27T00:00:00-0500 | focDate:2010-01-07T00:00:00-0500 | unlimitedDate:2010-09-16T00:00:00-0400 | digitalPurchaseDate:2012-01-03T00:00:00-0500, | printPrice:2.99 | digitalPurchasePrice:1.99,2010,1
 
