36280,Chaos War (2010) #2,2,29375,69,"When the greatest threat the Marvel Universe has ever seen lays waste to reality and brings Earth's mightiest heroes to their knees, who you gonna call? That's right: the all-new, all-different, all-divine God Squad! ",, | writer:Greg Pak | writer:Fred Van Lente | penciller:Brandon Peterson | penciller:Khoi Pham, | Chaos War, | onsaleDate:2010-10-20T00:00:00-0400 | focDate:2010-10-08T00:00:00-0400 | unlimitedDate:2011-10-13T00:00:00-0400 | digitalPurchaseDate:2012-07-31T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:1.99,2010,10
 
