1739,Daredevil: Redemption (2005) #3,3,24779,84,"Convinced that his client is innocent of the brutal, ritualistic killing of a local youth, attorney Matt Murdock now faces the legal battle of his career. It's an uphill battle - and an outraged community eager to see justice served may be Matt's - and Daredevil's - most potent foe yet. Startling new evidence and a new suspect come to light, but an unexpected backlash during his nightly investigations as Daredevil forces Matt to ask: will a red devil's appearance in a God-fearing town just make matters worse?,2005,3
<br>Don't miss this powerfully dark story by rising star David Hine (DISTRICT X) and critically acclaimed talent Michael Gaydos (POWERLESS, ALIAS), inspired by the true story of ""The Robin Hood Hills Murders.""
<br>32 PGS./Marvel PSR ...$2.99
<br>",, | penciller:Michael Gaydos | writer:David Hine | colorist:Lee Loughridge | letterer:Cory Petit | penciller (cover):Bill Sienkiewicz,, | onsaleDate:2005-03-30T00:00:00-0500 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2007-11-13T00:00:00-0500, | printPrice:2.99
 
