35532,Amazing Spider-Man (1999) #668,668,57533,9,SPIDER-ISLAND PART TWO Spider-powered New York citizens! Spider-powered criminals! And Peter Parker fighting alongside Manhattan biggest super heroes-as Peter Parker?  , | Captain Marvel (Carol Danvers) | Carlie Cooper | Cloak | Firestar | Hawkeye | Iron Fist (Danny Rand) | Iron Man | J. Jonah Jameson | Jackal | Mary Jane Watson | May Parker | Mr. Fantastic | Spider-Girl (Anya Corazon) | Spider-Man | Spider-Woman (Jessica Drew) | Venom (Flash Thompson) | Wolverine, | letterer:Joe Caramagna | colorist:Edgar Delgado | inker:Victor Olazaba | penciller (cover):Humberto Ramos | writer:Dan Slott | editor:Stephen Wacker, | Spider-Island, | onsaleDate:2011-08-31T00:00:00-0400 | focDate:2011-08-08T00:00:00-0400 | unlimitedDate:2012-01-30T00:00:00-0500 | digitalPurchaseDate:2011-08-31T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:1.99 ,2011,8

