6210,Irredeemable Ant-Man (2006) #7,7,15721,131,"Why fight super-villains when you can watch attractive ladies take their clothes off in the privacy of their own homes? Ant-Man has got it made! That is until he realizes that the subject of his perverted voyeurism is none other than Ms. Marvel! ",, | colorist:Bill Crabtree | penciller (cover):Phil Hester | writer:Robert Kirkman | inker:Ande Parks | letterer:Rus Wooton,, | onsaleDate:2007-04-04T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2007-12-03T00:00:00-0500 | digitalPurchaseDate:2012-10-30T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99,2007,4
 
