21317,X-Men Legacy (2008) #213,213,71866,18,"As Professor Xavier unwinds his history and the history of the X-Men, a terrible secret is revealed! And just what do Rogue, Gambit and Sebastian Shaw have to do with it? ", | X-Men, | writer:Mike Carey | colorist:Frank D'Armata | colorist:Paul Mounts | penciller (cover):Alan Davis | penciller:Scot Eaton | other:Chris Eliopoulos | inker:Mark Farmer | inker:Andrew Hennessy | letterer:Cory Petit,, | onsaleDate:2008-06-25T00:00:00-0400 | focDate:2008-06-05T00:00:00-0400 | unlimitedDate:2008-11-25T00:00:00-0500 | digitalPurchaseDate:2011-08-30T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99,2008,6
 
