14307,X-Men (1991) #20,20,27650,58,, | Beast | Colossus | Cyclops | Gambit | Jubilee | Psylocke | Rogue | Storm | Wolverine | X-Men, | editor:Bob Harras | editor:Lisa Patrick | penciller (cover):Andy Kubert | writer:Fabian Nicieza | letterer:Bill Oakley | inker:Mark Pennington | colorist:Joe Rosas,, | onsaleDate:1993-05-10T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500, | printPrice:0 ,2001,5

