4694,Daredevil: Redemption (2005) #1,1,33106,52,,,,, | onsaleDate:2005-04-01T00:00:00-0500 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2007-11-13T00:00:00-0500, | printPrice:0 ,2005,2

