34715,Thor: For Asgard (2010) #6,6,17434,103,"The epic miniseries concludes, with the god of thunder as you've never seen him before! Asgard's empire is in upheaval...Asgard Palace is under siege...and Thor has lost his hammer, his throne-his very life! At his lowest ebb, in his darkest hour, the son of Odin undertakes the most audacious feat of his career, in a spectacular attempt to trigger a new age of heroes. 32 PGS./Parental Advisory ...$3.99 ", | Thor, | penciller (cover):Simone Bianchi | writer:Rob Rodi,, | onsaleDate:2011-02-02T00:00:00-0500 | focDate:2011-01-19T00:00:00-0500 | unlimitedDate:2011-04-08T00:00:00-0400, | printPrice:3.99,2011,2
 
