26024,New Avengers Annual (2009) #3,3,61435,19,"Clint Barton is in custody, leaving the rest of the team at risk. In response, the ladies of the Avengers ban together to do what they have to do in a startling new chapter in the life of Jessica Jones. ", | Apocalypse | Arclight | Beast | Cannonball | Colossus | Cyclops | Gambit | Havok | Rogue | Sunfire | X-Men, | letterer:Comicraft | letterer:Cory Petit | writer:Brian Michael Bendis | writer:Peter Milligan | penciller:Pasqual Ferry | penciller (cover):Salvador Larroca | colorist:Aron Lusen | colorist:Mike Mayhew | colorist:Dave McCaig | colorist:Andy Troy | editor:Mike Marts, | Siege, | onsaleDate:2009-12-09T00:00:00-0500 | focDate:2009-11-12T00:00:00-0500 | unlimitedDate:2011-04-05T00:00:00-0400 | digitalPurchaseDate:2012-04-10T00:00:00-0400, | printPrice:4.99 | digitalPurchasePrice:1.99,2009,12
 
