29752,Black Widow (2010) #5,5,17568,109,"Black Widow gets answers! The villain revealed! The mystery plot on Natasha's life comes to deadly light as the Black Widow uncovers who's conspiring to destroy her...and gets some payback for the attempt on her life! ", | Black Widow | Lady Bullseye | Winter Soldier | Wolverine, | colorist:Daniel Acuna | writer:Marjorie Liu | editor:Ralph Macchio | editor:Joe Quesada | letterer:Nate Piekos,, | onsaleDate:2010-08-25T00:00:00-0400 | focDate:2010-08-14T00:00:00-0400 | unlimitedDate:2011-01-24T14:34:22-0500 | digitalPurchaseDate:2011-01-26T00:00:00-0500, | printPrice:2.99 | digitalPurchasePrice:1.99,2010,8
 
