30489,New Mutants (2009) #16,16,31989,54,"FALL OF THE NEW MUTANTS PART 2 What is Project Purgatory and what does it have to do with a Bloodstone? General Ulysses, Doctor Noc and their mysterious platoon have taken their first shot at the X-Men. It's up to the New Mutants to shoot back. ",,,, | onsaleDate:2010-08-18T00:00:00-0400 | focDate:2010-07-29T00:00:00-0400 | unlimitedDate:2011-07-27T00:00:00-0400 | digitalPurchaseDate:2012-02-07T00:00:00-0500, | printPrice:2.99 | digitalPurchasePrice:1.99,2010,8
 
