34704,Wolverine: The Best There Is (2011) #3,3,27790,62,"""SOMEONE THEY CAN HATE,"" PART 3 OF 6 It's cover-to-cover blood-soaked action as the most extreme Wolverine monthly ever continues!  Wolverine has never faced an opponent quite like Contagion, who becomes a much bigger problem if he's killed!  But first, Logan must get past the aptly named Unkillables. In round two, Wolverine slashes his way past â€"" and through â€"" Slaughter, Suicide, Scavenger and Yi Yang, only to discover that their enigmatic leader is expecting him.  Contagion has big plans for Logan. Big plans. ", | Wolverine, | editor:Axel Alonso | penciller (cover):Bryan Hitch | writer:Charlie Huston | penciller:Juan Jose Ryp,, | onsaleDate:2011-02-02T00:00:00-0500 | focDate:2011-01-19T00:00:00-0500 | unlimitedDate:2011-12-07T00:00:00-0500, | printPrice:3.99,2011,2
 
