38626,Osborn (2010) #5,5,13915,123,"BIG TIME concludes for the biggest criminal in the Marvel Universe! FREE OSBORN! The former Green Goblin, Iron Patriot and war-criminal director of H.A.M.M.E.R. gets his day in the sun, as the atrocities of his top-secret incarceration are revealed. Norman Osborn stands poised to win the day...will the super villain walk free to plague the Marvel Universe again? ", | Norman Osborn, | editor:Alejandro Arbona | writer:Kelly Sue DeConnick | penciller (cover):Ben Oliver | penciller:Emma Rios,, | onsaleDate:2011-04-27T00:00:00-0400 | focDate:2011-04-13T00:00:00-0400 | unlimitedDate:2012-02-20T00:00:00-0500 | digitalPurchaseDate:2013-10-22T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:1.99,2011,4
 
