1865,Ultimate Spider-Man (2000) #75,75,83925,9,"""HOBGOBLIN"",2005,4
<br>Young Harry Osborn has come to believe that his friend, Peter Parker, killed his father Norman when Peter was Spider-Man. Now, Harry plans a horrifying, misguided vengeance that could end Peter's life. Prepare for the battle of Spider-Man and the Hobgoblin!!  Will either survive this epic encounter?  Part 4 & 5 (of 6).
<br>32 PGS./All Ages ...$2.25
<br>", | Spider-Man (Ultimate), | penciller (cover):Mark Bagley | writer:Brian Michael Bendis | letterer:Chris Eliopoulos | inker:Scott Hanna | colorist:J. D. Smith,, | onsaleDate:2005-04-06T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2007-11-13T00:00:00-0500 | digitalPurchaseDate:2011-05-31T00:00:00-0400, | printPrice:2.25 | digitalPurchasePrice:1.99
 
